"","n","k","normality","sphericity","hypothesis","p","BF","mauchly","mardia","eta"
"26269",15,5,TRUE,FALSE,"H0",0.276,0.275892022407234,3.11e-05,0.967751073817828,0.039
"26270",45,5,TRUE,FALSE,"H0",0.471,0.0493222873180031,5.66e-13,0.492655921722547,0.006
"26271",150,5,TRUE,FALSE,"H0",0.005,1.58801629406946,2.67e-53,0.930470394805715,0.008
"26272",15,5,TRUE,TRUE,"Ha",0.322,0.300266038335692,0.876,0.980049536076674,0.068
"26273",45,5,TRUE,TRUE,"Ha",5.16e-05,624.385074170873,0.53,0.953508113980825,0.097
"26274",150,5,TRUE,TRUE,"Ha",1.14e-14,2604848429082.33,0.121,0.917187648998891,0.089
"26275",15,5,FALSE,TRUE,"Ha",0.026,3.62625163120793,0.876,0.934074233264756,0.148
"26276",45,5,FALSE,TRUE,"Ha",0.233,0.130883935904397,0.751,0.154458532585026,0.024
"26277",150,5,FALSE,TRUE,"Ha",7.83e-10,23472130.9615592,0.476,0,0.06
"26278",15,5,TRUE,FALSE,"Ha",0.000262,112.712648757989,0.002,0.999195316606735,0.15
"26279",45,5,TRUE,FALSE,"Ha",0.000502,43.6087941440782,3.42e-16,0.995257648925676,0.043
"26280",150,5,TRUE,FALSE,"Ha",8.16e-18,625315364214950,1.68e-54,0.897141618619674,0.056
"26281",15,5,TRUE,TRUE,"H0",0.119,0.7717115222508,0.048,0.996793230693583,0.098
"26282",45,5,TRUE,TRUE,"H0",0.035,0.873994252435236,0.609,0.996801246240831,0.039
"26283",150,5,TRUE,TRUE,"H0",0.453,0.00992951530858936,0.201,0.474693260165726,0.005
"26284",15,5,FALSE,TRUE,"H0",0.011,8.10360684434282,0.509,0.971204058461045,0.17
"26285",45,5,FALSE,TRUE,"H0",0.092,0.402968359785583,0.179,0.0180460703663549,0.036
"26286",150,5,FALSE,TRUE,"H0",0.209,0.0291949431643253,0.922,4.44089209850063e-16,0.008
"26287",15,5,TRUE,FALSE,"H0",0.228,0.325300457811592,2.51e-05,0.999314448209589,0.04
"26288",45,5,TRUE,FALSE,"H0",0.445,0.0530598533486519,8.82e-14,0.481195240326535,0.008
"26289",150,5,TRUE,FALSE,"H0",0.515,0.00722606412228324,3.16e-60,0.684511616646322,0.002
"26290",15,5,TRUE,TRUE,"Ha",0.052,1.76217635665921,0.077,0.957925214039661,0.125
"26291",45,5,TRUE,TRUE,"Ha",0.005,7.17085529426098,0.88,0.962213706062274,0.062
"26292",150,5,TRUE,TRUE,"Ha",2.53e-11,1740007964.61632,0.578,0.274031864754803,0.073
"26293",15,5,FALSE,TRUE,"Ha",0.606,0.141802428205127,0.741,0.791551122037478,0.039
"26294",45,5,FALSE,TRUE,"Ha",0.000278,125.817768091249,0.065,0.358265332265904,0.085
"26295",150,5,FALSE,TRUE,"Ha",4.83e-08,382176.505383894,0.299,5.48043927017794e-07,0.051
"26296",15,5,TRUE,FALSE,"Ha",0.019,2.7803754863288,0.000563,0.98536414207824,0.085
"26297",45,5,TRUE,FALSE,"Ha",0.000746,30.3981333562931,4.25e-17,0.89455528285046,0.049
"26298",150,5,TRUE,FALSE,"Ha",2.26e-16,25407938487340.5,6.07e-64,0.6669545117197,0.054
"26299",15,5,TRUE,TRUE,"H0",0.755,0.102419085203629,0.233,0.935254905466726,0.025
"26300",45,5,TRUE,TRUE,"H0",0.341,0.0870384049954063,0.31,0.713079674211667,0.021
"26301",150,5,TRUE,TRUE,"H0",0.623,0.00564711431299185,0.63,0.600308689234029,0.003
"26302",15,5,FALSE,TRUE,"H0",0.296,0.323377289135092,0.32,0.98919378449666,0.071
"26303",45,5,FALSE,TRUE,"H0",0.265,0.120979872453976,0.81,0.157138886726142,0.024
"26304",150,5,FALSE,TRUE,"H0",0.597,0.00626611603476568,0.412,2.40571584875227e-09,0.004
"26305",15,5,TRUE,FALSE,"H0",0.25,0.331902809708879,1.93e-05,0.973188669418749,0.056
"26306",45,5,TRUE,FALSE,"H0",3.25e-06,4973.66521706281,3.81e-16,0.982114630126015,0.063
"26307",150,5,TRUE,FALSE,"H0",0.853,0.00309064442688048,1.65e-53,0.193521853626015,0.001
"26308",15,5,TRUE,TRUE,"Ha",0.016,3.82880166100731,0.492,0.999505805153989,0.124
"26309",45,5,TRUE,TRUE,"Ha",0.000241,158.323864003695,0.732,0.982993340881834,0.089
"26310",150,5,TRUE,TRUE,"Ha",1.28e-10,141947403.950889,0.597,0.49951828538187,0.064
"26311",15,5,FALSE,TRUE,"Ha",0.155,0.548223964992541,0.264,0.898640303991935,0.081
"26312",45,5,FALSE,TRUE,"Ha",0.000229,310.663661651141,0.609,4.28269340324583e-07,0.1
"26313",150,5,FALSE,TRUE,"Ha",9.04e-05,198.821109785183,0.155,1.99840144432528e-15,0.032
"26314",15,5,TRUE,FALSE,"Ha",0.000409,70.1217277758846,0.001,0.927715620713732,0.101
"26315",45,5,TRUE,FALSE,"Ha",0.000627,34.9382601150485,1.2e-18,0.926314080566997,0.041
"26316",150,5,TRUE,FALSE,"Ha",2.18e-15,2686458386008.31,3.04e-61,0.516071515755796,0.047
"26317",15,5,TRUE,TRUE,"H0",0.635,0.130378467860627,0.108,0.965005561004822,0.035
"26318",45,5,TRUE,TRUE,"H0",0.244,0.137448565289243,0.645,0.986705137873625,0.025
"26319",150,5,TRUE,TRUE,"H0",0.224,0.0250417990981866,0.009,0.962986539378761,0.008
"26320",15,5,FALSE,TRUE,"H0",0.223,0.421027002102652,0.189,0.99984753657907,0.079
"26321",45,5,FALSE,TRUE,"H0",0.277,0.109953729564521,0.043,0.14701871443138,0.023
"26322",150,5,FALSE,TRUE,"H0",0.322,0.0152980226800256,0.233,1.37567454094878e-08,0.006
"26323",15,5,TRUE,FALSE,"H0",0.991,0.0593879012377023,0.016,0.885871404619089,0.002
"26324",45,5,TRUE,FALSE,"H0",0.585,0.0372000447656771,9.02e-15,0.655289278721502,0.006
"26325",150,5,TRUE,FALSE,"H0",0.496,0.00773812813991967,1.74e-60,0.744258095220577,0.002
"26326",15,5,TRUE,TRUE,"Ha",0.039,2.35055880008525,0.429,0.933800979972018,0.134
"26327",45,5,TRUE,TRUE,"Ha",0.01,3.10825706963911,0.367,0.913484873755794,0.052
"26328",150,5,TRUE,TRUE,"Ha",1.27e-06,17111.4108058128,0.899,0.971800144411593,0.043
"26329",15,5,FALSE,TRUE,"Ha",0.565,0.155632716606453,0.423,0.998287138315325,0.043
"26330",45,5,FALSE,TRUE,"Ha",0.177,0.194556163813109,0.113,0.319252906462442,0.029
"26331",150,5,FALSE,TRUE,"Ha",4.86e-09,4789689.44517959,0.37,7.47701300696235e-06,0.057
"26332",15,5,TRUE,FALSE,"Ha",0.01,5.01627279476785,0.000259,0.999081696293209,0.105
"26333",45,5,TRUE,FALSE,"Ha",2.51e-09,4651300.11315331,5.54e-18,0.711356318141847,0.111
"26334",150,5,TRUE,FALSE,"Ha",6.06e-15,956278812750.099,2.92e-59,0.832500263059426,0.043
"26335",15,5,TRUE,TRUE,"H0",0.474,0.187427290883045,0.75,0.999648785006131,0.05
"26336",45,5,TRUE,TRUE,"H0",0.666,0.0355489134074327,0.293,0.977601178950755,0.012
"26337",150,5,TRUE,TRUE,"H0",0.994,0.00186763914644309,0.959,0.794564050022296,0.000289
"26338",15,5,FALSE,TRUE,"H0",0.128,0.719451790829454,0.886,0.99236693621305,0.096
"26339",45,5,FALSE,TRUE,"H0",0.423,0.0659402047756899,0.825,0.0230722119591962,0.018
"26340",150,5,FALSE,TRUE,"H0",0.333,0.0152014945517851,0.555,8.43769498715119e-15,0.006
"26341",15,5,TRUE,FALSE,"H0",0.862,0.0803534488947086,6.82e-05,0.995483165327561,0.01
"26342",45,5,TRUE,FALSE,"H0",0.909,0.0181713554318723,6.96e-16,0.859869593466768,0.002
"26343",150,5,TRUE,FALSE,"H0",0.625,0.00550376851194235,9.94e-53,0.589614253404011,0.002
"26344",15,5,TRUE,TRUE,"Ha",0.235,0.388985240868663,0.947,0.965777617680678,0.074
"26345",45,5,TRUE,TRUE,"Ha",0.001,41.3890489327976,0.616,0.984289212124463,0.079
"26346",150,5,TRUE,TRUE,"Ha",1.59e-09,10764570.1033927,0.969,0.913858137856849,0.058
"26347",15,5,FALSE,TRUE,"Ha",0.15,0.623820005824719,0.357,0.996101388619124,0.092
"26348",45,5,FALSE,TRUE,"Ha",0.278,0.107843479467667,0.205,0.000290122665097425,0.022
"26349",150,5,FALSE,TRUE,"Ha",2.15e-15,40486241516427.5,0.006,2.4491519923231e-13,0.097
"26350",15,5,TRUE,FALSE,"Ha",0.052,1.22620410491483,3.12e-06,0.998384374815069,0.081
"26351",45,5,TRUE,FALSE,"Ha",1.33e-05,1329.094007275,9.06e-13,0.805180114595017,0.067
"26352",150,5,TRUE,FALSE,"Ha",2.07e-18,2500214516281118,4.39e-61,0.297785991544171,0.067
"26353",15,5,TRUE,TRUE,"H0",0.994,0.0589312047633512,0.1,0.994799412560479,0.003
"26354",45,5,TRUE,TRUE,"H0",0.178,0.158694885442406,0.674,0.933481849977737,0.024
"26355",150,5,TRUE,TRUE,"H0",0.55,0.00730656848798617,0.929,0.58684596029928,0.004
"26356",15,5,FALSE,TRUE,"H0",0.02,3.3776040441887,0.768,0.878755887929286,0.127
"26357",45,5,FALSE,TRUE,"H0",0.973,0.0152087046406434,0.829,0.406902122176153,0.002
"26358",150,5,FALSE,TRUE,"H0",0.322,0.0167530296230541,0.445,1.88737914186277e-15,0.006
"26359",15,5,TRUE,FALSE,"H0",0.342,0.225621979496866,1.94e-05,0.99623172369881,0.038
"26360",45,5,TRUE,FALSE,"H0",0.599,0.0360671969267557,4.01e-11,0.495469630636242,0.005
"26361",150,5,TRUE,FALSE,"H0",0.034,0.184675654233561,8.29e-54,0.452971596080425,0.007
"26362",15,5,TRUE,TRUE,"Ha",0.487,0.181926847777558,0.233,0.980213355093367,0.048
"26363",45,5,TRUE,TRUE,"Ha",0.000713,64.6032934014054,0.726,0.930891856815742,0.083
"26364",150,5,TRUE,TRUE,"Ha",2.35e-09,7960187.90117583,0.928,0.988260201836423,0.058
"26365",15,5,FALSE,TRUE,"Ha",0.077,1.25501977423623,0.395,0.845722712954038,0.116
"26366",45,5,FALSE,TRUE,"Ha",0.000816,49.773400437522,0.505,0.193731816414757,0.079
"26367",150,5,FALSE,TRUE,"Ha",0.001,9.44557699231577,0.893,4.65531313498246e-09,0.024
"26368",15,5,TRUE,FALSE,"Ha",0.013,3.72119204435627,0.001,0.880424402442264,0.086
"26369",45,5,TRUE,FALSE,"Ha",0.002,14.1674093888349,8.78e-21,0.897657903322138,0.05
"26370",150,5,TRUE,FALSE,"Ha",1.76e-16,30952611830920,2.72e-61,0.254462963792971,0.056
"26371",15,5,TRUE,TRUE,"H0",0.139,0.758175027638772,0.557,0.952207260478193,0.103
"26372",45,5,TRUE,TRUE,"H0",0.882,0.0202421397464119,0.555,0.627385351810964,0.005
"26373",150,5,TRUE,TRUE,"H0",0.905,0.00280856105081435,0.155,0.631153664022817,0.001
"26374",15,5,FALSE,TRUE,"H0",0.098,0.945099008758941,0.624,0.994981386171727,0.105
"26375",45,5,FALSE,TRUE,"H0",0.121,0.322671897424138,0.472,0.0935572230855961,0.035
"26376",150,5,FALSE,TRUE,"H0",0.56,0.00698417959450812,0.881,8.43769498715119e-15,0.004
"26377",15,5,TRUE,FALSE,"H0",0.157,0.456724048682208,0.017,0.992483300251402,0.05
"26378",45,5,TRUE,FALSE,"H0",0.231,0.114577012846473,7.91e-17,0.999311501369701,0.01
"26379",150,5,TRUE,FALSE,"H0",0.846,0.00311948151395602,3.62e-60,0.276428291673676,0.000989
"26380",15,5,TRUE,TRUE,"Ha",0.038,1.71827038931774,0.457,0.999813082171716,0.101
"26381",45,5,TRUE,TRUE,"Ha",0.139,0.241512571976466,0.301,0.827564813436783,0.031
"26382",150,5,TRUE,TRUE,"Ha",1e-10,262703627.699581,0.42,0.175420317521096,0.067
"26383",15,5,FALSE,TRUE,"Ha",0.005,17.4832399426684,0.949,0.869773893031729,0.191
"26384",45,5,FALSE,TRUE,"Ha",0.000635,64.6131663608409,0.755,0.823195375711309,0.082
"26385",150,5,FALSE,TRUE,"Ha",2.13e-06,11280.6786869102,0.228,8.45434833252057e-13,0.043
"26386",15,5,TRUE,FALSE,"Ha",0.033,1.89190390541485,4.63e-06,0.997818973365142,0.098
"26387",45,5,TRUE,FALSE,"Ha",2.31e-06,6797.01420668115,1.07e-14,0.978503601741076,0.054
"26388",150,5,TRUE,FALSE,"Ha",2.86e-15,2007214334136.13,2.21e-62,0.765633931618316,0.052
"26389",15,5,TRUE,TRUE,"H0",0.751,0.106136896253045,0.988,0.998976651425669,0.027
"26390",45,5,TRUE,TRUE,"H0",0.768,0.0275166034455451,0.6,0.946918395845017,0.009
"26391",150,5,TRUE,TRUE,"H0",0.485,0.00869142181447355,0.566,0.721791173255677,0.004
"26392",15,5,FALSE,TRUE,"H0",0.822,0.0897437359417284,0.781,0.943759592636943,0.02
"26393",45,5,FALSE,TRUE,"H0",0.815,0.0241778336190116,0.299,0.00206973195768179,0.007
"26394",150,5,FALSE,TRUE,"H0",0.188,0.0329440100544039,0.52,6.12065953475849e-13,0.008
"26395",15,5,TRUE,FALSE,"H0",0.028,2.03360998452804,0.000179,0.993429933609487,0.083
"26396",45,5,TRUE,FALSE,"H0",0.103,0.260187723693201,4.34e-15,0.426981595824017,0.016
"26397",150,5,TRUE,FALSE,"H0",0.779,0.003695965562779,6.28e-59,0.201289147955449,0.001
"26398",15,5,TRUE,TRUE,"Ha",0.367,0.254653428413698,0.159,0.983168316917216,0.062
"26399",45,5,TRUE,TRUE,"Ha",0.06,0.66360740748669,0.958,0.366706403260672,0.041
"26400",150,5,TRUE,TRUE,"Ha",6.69e-11,447501732.764702,0.815,0.59013337516403,0.069
"26401",15,5,FALSE,TRUE,"Ha",0.666,0.12952349142553,0.662,0.984593418774329,0.034
"26402",45,5,FALSE,TRUE,"Ha",0.000624,82.9110104882645,0.776,0.00379582148502744,0.086
"26403",150,5,FALSE,TRUE,"Ha",2.95e-08,1235839.19880996,0.886,1.0502709812954e-13,0.055
"26404",15,5,TRUE,FALSE,"Ha",0.041,1.42856025453334,0.003,0.721744142761246,0.059
"26405",45,5,TRUE,FALSE,"Ha",1.62e-07,89127.4544766486,7.16e-16,0.730974128949337,0.095
"26406",150,5,TRUE,FALSE,"Ha",2.52e-20,181348731869021984,4e-54,0.976824845386921,0.057
"26407",15,5,TRUE,TRUE,"H0",0.81,0.0944029166062516,0.203,0.995638947576598,0.023
"26408",45,5,TRUE,TRUE,"H0",0.37,0.0763053793560813,0.897,0.925641052652347,0.019
"26409",150,5,TRUE,TRUE,"H0",0.203,0.029845199953894,0.726,0.937569318457942,0.008
"26410",15,5,FALSE,TRUE,"H0",0.233,0.402505494042898,0.044,0.862836212722925,0.076
"26411",45,5,FALSE,TRUE,"H0",0.409,0.070657737638486,0.833,0.107372759183867,0.019
"26412",150,5,FALSE,TRUE,"H0",0.71,0.00470245070161984,0.013,0,0.003
"26413",15,5,TRUE,FALSE,"H0",0.317,0.238973422923818,3.67e-06,0.999419139971625,0.03
"26414",45,5,TRUE,FALSE,"H0",0.929,0.0173871790788241,4.5e-15,0.882046925516772,0.002
"26415",150,5,TRUE,FALSE,"H0",0.169,0.0305506159217202,9.91e-57,0.0769844325460427,0.004
"26416",15,5,TRUE,TRUE,"Ha",0.626,0.139013624390519,0.511,0.999444632535036,0.039
"26417",45,5,TRUE,TRUE,"Ha",0.026,1.48763655071814,0.535,0.602123738106104,0.048
"26418",150,5,TRUE,TRUE,"Ha",5.18e-08,343698.905362257,0.592,0.774414497824248,0.05
"26419",15,5,FALSE,TRUE,"Ha",0.023,3.52548597662468,0.482,0.860994092375758,0.141
"26420",45,5,FALSE,TRUE,"Ha",0.039,1.03826579314222,0.55,0.000909342513240818,0.046
"26421",150,5,FALSE,TRUE,"Ha",5.34e-08,575794.15485468,0.929,2.4131474596345e-11,0.053
"26422",15,5,TRUE,FALSE,"Ha",0.193,0.377513671645258,0.002,0.954496699162368,0.041
"26423",45,5,TRUE,FALSE,"Ha",1.39e-06,11458.2602085707,2.53e-17,0.962357928731447,0.079
"26424",150,5,TRUE,FALSE,"Ha",7.92e-17,67640990782683.4,4.94e-60,0.98843864724537,0.056
"26425",15,5,TRUE,TRUE,"H0",0.681,0.12487087929366,0.675,0.999443541683211,0.036
"26426",45,5,TRUE,TRUE,"H0",0.845,0.0224609846421791,0.907,0.610384505041321,0.006
"26427",150,5,TRUE,TRUE,"H0",0.966,0.00220925239080223,0.494,0.790145859889139,0.000756
"26428",15,5,FALSE,TRUE,"H0",0.51,0.179298680883389,0.593,0.989143895670885,0.05
"26429",45,5,FALSE,TRUE,"H0",0.644,0.0364963811892244,0.085,0.279790603739362,0.011
"26430",150,5,FALSE,TRUE,"H0",0.721,0.0046163421634073,0.161,1.68158820201825e-11,0.003
"26431",15,5,TRUE,FALSE,"H0",0.364,0.214045158735785,0.000147,0.999862174151159,0.036
"26432",45,5,TRUE,FALSE,"H0",0.656,0.0319829288307417,1.74e-17,0.964572445114628,0.006
"26433",150,5,TRUE,FALSE,"H0",0.181,0.0287985010781183,2.11e-55,0.797071917705025,0.004
"26434",15,5,TRUE,TRUE,"Ha",0.554,0.154139225093571,0.816,0.994502004984209,0.041
"26435",45,5,TRUE,TRUE,"Ha",0.171,0.179506102320689,0.301,0.466929864157881,0.027
"26436",150,5,TRUE,TRUE,"Ha",1.95e-09,8879790.26157823,0.055,0.168480887214795,0.058
"26437",15,5,FALSE,TRUE,"Ha",0.247,0.394777244454312,0.713,0.999099891516818,0.078
"26438",45,5,FALSE,TRUE,"Ha",0.000198,210.714198832694,0.722,0.00311432955307067,0.092
"26439",150,5,FALSE,TRUE,"Ha",0.000155,99.2662555596763,0.904,1.20926602065197e-11,0.03
"26440",15,5,TRUE,FALSE,"Ha",0.005,8.67387248392594,0.001,0.997805269723392,0.079
"26441",45,5,TRUE,FALSE,"Ha",1.95e-07,72735.2194752632,1.9e-16,0.99990772895629,0.087
"26442",150,5,TRUE,FALSE,"Ha",6.06e-13,10428234545.8027,5.66e-71,0.772570683859268,0.048
"26443",15,5,TRUE,TRUE,"H0",0.116,0.834967004830097,0.27,0.921654497342411,0.103
"26444",45,5,TRUE,TRUE,"H0",0.43,0.0662195901093884,0.705,0.917222297374205,0.018
"26445",150,5,TRUE,TRUE,"H0",0.569,0.0069029157966073,0.205,0.610106565713113,0.004
"26446",15,5,FALSE,TRUE,"H0",0.877,0.0802981286115364,0.861,0.974158548309205,0.014
"26447",45,5,FALSE,TRUE,"H0",0.885,0.0201974773725324,0.518,0.0575454595232808,0.005
"26448",150,5,FALSE,TRUE,"H0",0.66,0.00508295522308929,0.43,2.31579207476962e-07,0.003
"26449",15,5,TRUE,FALSE,"H0",0.042,1.4329017912998,6.64e-05,0.99885633077455,0.072
"26450",45,5,TRUE,FALSE,"H0",0.511,0.0442470877893349,8.06e-08,0.999962793330497,0.005
"26451",150,5,TRUE,FALSE,"H0",0.794,0.00363370404572273,7.55e-55,0.978013900264181,0.001
"26452",15,5,TRUE,TRUE,"Ha",0.104,0.830363548720973,0.192,0.925440458714937,0.097
"26453",45,5,TRUE,TRUE,"Ha",0.002,16.6696041180309,0.114,0.62427522995153,0.065
"26454",150,5,TRUE,TRUE,"Ha",4.53e-06,4037.743048367,0.005,0.715362441929225,0.039
"26455",15,5,FALSE,TRUE,"Ha",0.525,0.174504242582713,0.137,0.995748001637176,0.048
"26456",45,5,FALSE,TRUE,"Ha",0.08,0.460977502026183,0.723,0.082813596878504,0.037
"26457",150,5,FALSE,TRUE,"Ha",1.91e-11,3574110888.87415,0.757,1.12894819771503e-05,0.075
"26458",15,5,TRUE,FALSE,"Ha",0.038,1.54246291332323,0.00021,0.99766190188541,0.079
"26459",45,5,TRUE,FALSE,"Ha",4.73e-06,3674.30350444848,4.43e-15,0.434241597849132,0.079
"26460",150,5,TRUE,FALSE,"Ha",2.89e-19,16563158786987090,9.48e-52,0.776152043738023,0.053
"26461",15,5,TRUE,TRUE,"H0",0.078,1.02494613511424,0.451,0.967050102995157,0.099
"26462",45,5,TRUE,TRUE,"H0",0.77,0.0268806501620058,0.434,0.970484581070707,0.008
"26463",150,5,TRUE,TRUE,"H0",0.372,0.0132410783618767,0.944,0.413528540183649,0.006
"26464",15,5,FALSE,TRUE,"H0",0.499,0.181405809822476,0.687,0.86627583273919,0.048
"26465",45,5,FALSE,TRUE,"H0",0.402,0.0695544105161288,0.354,0.0225015168192854,0.018
"26466",150,5,FALSE,TRUE,"H0",0.641,0.00554667275668819,0.333,1.44995127016045e-13,0.003
"26467",15,5,TRUE,FALSE,"H0",0.283,0.282612265053177,7.66e-07,0.992787715945737,0.052
"26468",45,5,TRUE,FALSE,"H0",0.453,0.0519641231994541,6.07e-11,0.600591148636012,0.007
"26469",150,5,TRUE,FALSE,"H0",0.62,0.00552296322744005,9.29e-66,0.710609334326012,0.002
"26470",15,5,TRUE,TRUE,"Ha",0.481,0.184200084423823,0.111,0.963372598945243,0.049
"26471",45,5,TRUE,TRUE,"Ha",0.036,1.00414266613625,0.464,0.996464143524957,0.044
"26472",150,5,TRUE,TRUE,"Ha",5.31e-05,262.062311312094,0.713,0.70412838130122,0.032
"26473",15,5,FALSE,TRUE,"Ha",0.153,0.670360271761861,0.759,0.998451800145133,0.098
"26474",45,5,FALSE,TRUE,"Ha",0.000633,96.4599378391012,0.787,0.00111992633761826,0.089
"26475",150,5,FALSE,TRUE,"Ha",7.89e-09,3850593.0501903,0.592,3.3779645747245e-12,0.057
"26476",15,5,TRUE,FALSE,"Ha",0.002,17.4664667957168,0.004,0.999913082249422,0.052
"26477",45,5,TRUE,FALSE,"Ha",8.02e-09,1448207.42291897,3.77e-15,0.298088127938856,0.082
"26478",150,5,TRUE,FALSE,"Ha",4.18e-16,12892356899378.1,7.11e-49,0.794584341785369,0.046
"26479",15,5,TRUE,TRUE,"H0",0.948,0.0691600574742697,0.017,0.960046368343077,0.011
"26480",45,5,TRUE,TRUE,"H0",0.984,0.0146110656409297,0.611,0.726823159427597,0.002
"26481",150,5,TRUE,TRUE,"H0",0.011,0.84445949183347,0.308,0.91693334651704,0.017
"26482",15,5,FALSE,TRUE,"H0",0.076,1.30238062865033,0.369,0.976151309353618,0.118
"26483",45,5,FALSE,TRUE,"H0",0.615,0.0378896027845982,0.971,0.00230937959738853,0.012
"26484",150,5,FALSE,TRUE,"H0",0.236,0.0246593441122679,0.373,1.89359639080067e-12,0.008
"26485",15,5,TRUE,FALSE,"H0",0.733,0.100203589716014,0.000197,0.99910243281199,0.011
"26486",45,5,TRUE,FALSE,"H0",0.239,0.10846653134354,1.44e-21,0.950834362626038,0.014
"26487",150,5,TRUE,FALSE,"H0",0.4,0.0104243056730457,1.28e-57,0.916731589650395,0.003
"26488",15,5,TRUE,TRUE,"Ha",0.84,0.0876897356056587,0.898,0.998061496787812,0.019
"26489",45,5,TRUE,TRUE,"Ha",0.26,0.113563050642548,0.057,0.951948888947292,0.023
"26490",150,5,TRUE,TRUE,"Ha",1.89e-10,126244476.674332,0.833,0.958096057467402,0.065
"26491",15,5,FALSE,TRUE,"Ha",0.01,13.9954192842248,0.777,0.988581390349879,0.199
"26492",45,5,FALSE,TRUE,"Ha",0.012,3.80931621835269,0.817,0.000445587713962636,0.058
"26493",150,5,FALSE,TRUE,"Ha",2.19e-14,1431836407734.62,0.155,5.27462340471629e-09,0.087
"26494",15,5,TRUE,FALSE,"Ha",0.154,0.479098240862343,1.58e-05,0.999654546509546,0.062
"26495",45,5,TRUE,FALSE,"Ha",0.000187,110.315771796087,3.22e-17,0.890580186233949,0.047
"26496",150,5,TRUE,FALSE,"Ha",4.82e-19,10108106114021480,2.13e-62,0.385588177688232,0.056
"26497",15,5,TRUE,TRUE,"H0",0.006,14.5089988916506,0.883,0.98537030133609,0.184
"26498",45,5,TRUE,TRUE,"H0",0.918,0.018615328945163,0.299,0.970134405690455,0.004
"26499",150,5,TRUE,TRUE,"H0",0.849,0.00328192979061871,0.105,0.674089979940226,0.002
"26500",15,5,FALSE,TRUE,"H0",0.175,0.545554903673597,0.676,0.999871358372495,0.088
"26501",45,5,FALSE,TRUE,"H0",0.982,0.014829532650665,0.245,0.475303389304216,0.002
"26502",150,5,FALSE,TRUE,"H0",0.808,0.00356915590865,0.604,7.02141684416624e-06,0.002
"26503",15,5,TRUE,FALSE,"H0",0.712,0.105094200654075,0.000125,0.999654117327709,0.015
"26504",45,5,TRUE,FALSE,"H0",0.214,0.121447102807283,2.27e-15,0.344608804793634,0.011
"26505",150,5,TRUE,FALSE,"H0",0.651,0.00503785197450178,1.61e-57,0.991386188057892,0.001
"26506",15,5,TRUE,TRUE,"Ha",0.027,3.08531085421536,0.261,0.907070835647742,0.138
"26507",45,5,TRUE,TRUE,"Ha",0.015,2.65934690012538,0.969,0.991471392992728,0.054
"26508",150,5,TRUE,TRUE,"Ha",2.56e-07,92370.9147868384,0.538,0.921295510984152,0.048
"26509",15,5,FALSE,TRUE,"Ha",0.188,0.461799626455506,0.108,0.985366466821056,0.077
"26510",45,5,FALSE,TRUE,"Ha",0.023,1.68183680187363,0.527,0.276268175608393,0.049
"26511",150,5,FALSE,TRUE,"Ha",0.000257,73.2466480668988,0.369,1.84986248541463e-10,0.03
"26512",15,5,TRUE,FALSE,"Ha",0.139,0.519702421777578,0.000117,0.972617087042157,0.061
"26513",45,5,TRUE,FALSE,"Ha",0.000319,66.1264896822985,4.29e-15,0.945507427150411,0.044
"26514",150,5,TRUE,FALSE,"Ha",1.54e-14,381850680689.677,9.47e-56,0.385842525454562,0.049
"26515",15,5,TRUE,TRUE,"H0",0.798,0.0965271944810648,0.488,0.991101255431474,0.022
"26516",45,5,TRUE,TRUE,"H0",0.247,0.116764876484386,0.206,0.842646526701327,0.023
"26517",150,5,TRUE,TRUE,"H0",0.311,0.0166306740113276,0.085,0.558771426031285,0.006
"26518",15,5,FALSE,TRUE,"H0",0.71,0.112083247354214,0.327,0.909976494052574,0.029
"26519",45,5,FALSE,TRUE,"H0",0.54,0.0472247861505629,0.719,0.000158526851851359,0.015
"26520",150,5,FALSE,TRUE,"H0",0.569,0.00700082429269599,0.207,1.17782450459458e-11,0.004
"26521",15,5,TRUE,FALSE,"H0",0.126,0.539545296729061,0.000121,0.990743130110733,0.039
"26522",45,5,TRUE,FALSE,"H0",0.559,0.0391471915692886,1.59e-13,0.992635204961047,0.005
"26523",150,5,TRUE,FALSE,"H0",0.285,0.016265277440503,6.1e-57,0.478455823217832,0.003
"26524",15,5,TRUE,TRUE,"Ha",0.000965,81.2357076577846,0.079,0.984528863580897,0.227
"26525",45,5,TRUE,TRUE,"Ha",0.000699,62.404654549609,0.187,0.90254132075097,0.082
"26526",150,5,TRUE,TRUE,"Ha",1.34e-05,1152.04863311889,0.35,0.853838098350507,0.036
"26527",15,5,FALSE,TRUE,"Ha",0.002,42.4529474398609,0.056,0.969647930017166,0.214
"26528",45,5,FALSE,TRUE,"Ha",7.03e-05,866.347885570903,0.079,0.0288990111270209,0.107
"26529",150,5,FALSE,TRUE,"Ha",0.000171,86.1652462691628,0.169,5.26245713672324e-14,0.029
"26530",15,5,TRUE,FALSE,"Ha",0.317,0.249568887743954,6.32e-06,0.995920944375583,0.042
"26531",45,5,TRUE,FALSE,"Ha",6.83e-05,281.238141539286,6.37e-14,0.732920136309999,0.04
"26532",150,5,TRUE,FALSE,"Ha",1.16e-18,4254814627956342,5.73e-50,0.588899046094695,0.053
"26533",15,5,TRUE,TRUE,"H0",0.759,0.101286096741031,0.474,0.994145345067118,0.025
