"n","k","normality","sphericity","hypothesis","p","BF","mauchly","mardia","eta"
45,3,TRUE,TRUE,"H0",0.333,0.214873245912386,0.86,0.92093340165932,0.018
150,3,TRUE,TRUE,"H0",0.953,0.0260009906318546,0.726,0.924410213010496,0.000202
15,3,FALSE,TRUE,"H0",0.114,1.24413642990908,0.004,0.998613559092431,0.112
45,3,FALSE,TRUE,"H0",0.38,0.172683296947151,0.734,0.00143487141474474,0.013
150,3,FALSE,TRUE,"H0",0.868,0.0283113550658207,0.28,6.8365364480627e-09,0.000643
15,3,TRUE,FALSE,"H0",0.014,4.12481427467859,0.934,0.875445135889493,0.098
45,3,TRUE,FALSE,"H0",0.598,0.111288863867943,0.039,0.958597827579528,0.004
150,3,TRUE,FALSE,"H0",0.254,0.0891240881221763,1.79e-05,0.581329010565846,0.004
15,3,TRUE,TRUE,"Ha",0.022,5.46924795672312,0.243,0.978238062397617,0.174
45,3,TRUE,TRUE,"Ha",0.012,6.32162272556292,0.785,0.772690145432076,0.069
150,3,TRUE,TRUE,"Ha",9.66e-08,1129917.44253357,0.723,0.873524103938967,0.075
15,3,FALSE,TRUE,"Ha",0.116,0.948742616878943,0.777,0.853768927071981,0.084
45,3,FALSE,TRUE,"Ha",0.005,11.8246283374626,0.11,0.0151658539588642,0.075
150,3,FALSE,TRUE,"Ha",5.04e-09,22667580.6947684,0.089,1.76165223852998e-07,0.086
15,3,TRUE,FALSE,"Ha",0.02,2.98172890144716,0.395,0.99116856082573,0.062
45,3,TRUE,FALSE,"Ha",6.71e-05,330.108103681651,0.24,0.691571158630208,0.074
150,3,TRUE,FALSE,"Ha",5.81e-16,10619653551789.4,0.003,0.963361740311678,0.094
15,3,TRUE,TRUE,"H0",0.393,0.342707395276089,0.437,0.987228482135681,0.037
45,3,TRUE,TRUE,"H0",0.563,0.126665039789265,0.073,0.200409466770163,0.009
150,3,TRUE,TRUE,"H0",0.005,5.75979985266403,0.954,0.319235416416283,0.023
15,3,FALSE,TRUE,"H0",0.95,0.171555397776065,0.203,0.433396338585644,0.003
45,3,FALSE,TRUE,"H0",0.96,0.0747167289957088,0.018,0.598406196798036,0.000595
150,3,FALSE,TRUE,"H0",0.019,1.91204203511913,0.99,4.02455846426619e-13,0.019
15,3,TRUE,FALSE,"H0",0.985,0.165959155473765,0.284,0.897447978276787,0.00038
45,3,TRUE,FALSE,"H0",0.863,0.0809178784567261,0.398,0.340866336543255,0.001
150,3,TRUE,FALSE,"H0",0.044,0.466793354047877,9.01e-06,0.327670506355233,0.008
15,3,TRUE,TRUE,"Ha",0.045,2.81278217160162,0.183,0.991563092530842,0.145
45,3,TRUE,TRUE,"Ha",0.057,1.0335608527038,0.967,0.755525089059695,0.037
150,3,TRUE,TRUE,"Ha",0.000122,207.761372432776,0.423,0.664671687907008,0.037
15,3,FALSE,TRUE,"Ha",0.777,0.200573595032198,0.913,0.961132504195472,0.012
45,3,FALSE,TRUE,"Ha",0.002,36.2436274275051,0.407,0.101159157550356,0.093
150,3,FALSE,TRUE,"Ha",1.79e-09,38157021.8235378,0.895,1.1096479290984e-10,0.087
15,3,TRUE,FALSE,"Ha",0.254,0.480925244356057,0.416,0.991069461873908,0.052
45,3,TRUE,FALSE,"Ha",0.004,8.71310224147074,0.486,0.898615596654657,0.054
150,3,TRUE,FALSE,"Ha",5.07e-11,163590256.849694,0.011,0.473134105888372,0.059
15,3,TRUE,TRUE,"H0",0.509,0.268436000929176,0.156,0.81660327351374,0.022
45,3,TRUE,TRUE,"H0",0.079,0.844009339936173,0.519,0.995599840158948,0.037
150,3,TRUE,TRUE,"H0",0.534,0.0448159531725459,0.741,0.701578599701548,0.002
15,3,FALSE,TRUE,"H0",0.217,0.636772286708559,0.931,0.9595162705909,0.074
45,3,FALSE,TRUE,"H0",0.313,0.222778670065677,0.67,0.0765926214175106,0.018
150,3,FALSE,TRUE,"H0",0.379,0.0646317229147791,0.954,2.27691199228275e-11,0.004
15,3,TRUE,FALSE,"H0",0.838,0.186163425971036,0.189,0.987309506559937,0.005
45,3,TRUE,FALSE,"H0",0.379,0.171056089159099,0.497,0.514311350642809,0.012
150,3,TRUE,FALSE,"H0",0.257,0.0905229105620388,6.67e-08,0.997385883253235,0.004
15,3,TRUE,TRUE,"Ha",0.009,9.47437622138733,0.039,0.930814207940712,0.178
45,3,TRUE,TRUE,"Ha",0.000433,214.506942055745,0.386,0.808976877511255,0.117
150,3,TRUE,TRUE,"Ha",5.62e-09,9762875.99020665,0.044,0.253883825258237,0.081
15,3,FALSE,TRUE,"Ha",0.005,27.6366528553671,0.608,0.833247533264847,0.241
45,3,FALSE,TRUE,"Ha",0.103,0.64567636442738,0.855,0.0249591908260842,0.033
150,3,FALSE,TRUE,"Ha",4.11e-08,2431469.42963572,0.898,6.81676937119846e-14,0.077
15,3,TRUE,FALSE,"Ha",0.013,4.94875747265818,0.054,0.950880624498279,0.132
45,3,TRUE,FALSE,"Ha",0.01,3.5994066619165,0.003,0.958357211859633,0.039
150,3,TRUE,FALSE,"Ha",3.73e-14,185342678730.435,0.003,0.632902904533714,0.081
15,3,TRUE,TRUE,"H0",0.544,0.268032846258638,0.214,0.885223155451812,0.026
45,3,TRUE,TRUE,"H0",0.134,0.531330735603872,0.667,0.784460824815063,0.031
150,3,TRUE,TRUE,"H0",0.314,0.0804148421545798,0.649,0.590725739891977,0.005
15,3,FALSE,TRUE,"H0",0.982,0.165856078576566,0.959,0.884101064054837,0.000923
45,3,FALSE,TRUE,"H0",0.86,0.0811567829061328,0.005,0.186868930360041,0.002
150,3,FALSE,TRUE,"H0",0.614,0.0399535964682606,0.233,1.48185907988818e-11,0.002
15,3,TRUE,FALSE,"H0",0.683,0.215163647539251,0.199,0.702764418485326,0.01
45,3,TRUE,FALSE,"H0",0.58,0.114070455155561,0.2,0.996912624193149,0.005
150,3,TRUE,FALSE,"H0",0.286,0.0792299342935493,0.000424,0.979205359444689,0.003
15,3,TRUE,TRUE,"Ha",0.016,8.01302830492668,0.612,0.677551473067759,0.192
45,3,TRUE,TRUE,"Ha",5.34e-06,18585.2213564349,0.506,0.552779136997667,0.17
150,3,TRUE,TRUE,"Ha",8.82e-16,225274266377779,0.478,0.701295748217209,0.145
15,3,FALSE,TRUE,"Ha",0.178,0.73162271463607,0.729,0.947067046959372,0.081
45,3,FALSE,TRUE,"Ha",0.006,9.59199754781682,0.31,0.248847065860807,0.069
150,3,FALSE,TRUE,"Ha",2.04e-08,2049321.00817624,0.611,7.69384556065233e-12,0.074
15,3,TRUE,FALSE,"Ha",0.057,1.58949133359177,0.006,0.980343418964711,0.098
45,3,TRUE,FALSE,"Ha",2.78e-06,6535.73362497431,0.045,0.345691347794839,0.108
150,3,TRUE,FALSE,"Ha",1.09e-10,79573574.3880088,8.54e-05,0.360226055053377,0.058
15,3,TRUE,TRUE,"H0",0.814,0.191159606095351,0.831,0.969361760328409,0.009
45,3,TRUE,TRUE,"H0",0.861,0.0829561562544342,0.851,0.554509540051091,0.002
150,3,TRUE,TRUE,"H0",0.683,0.0362269552857341,0.539,0.847621573624435,0.002
15,3,FALSE,TRUE,"H0",0.411,0.374955892323174,0.451,0.65466469360611,0.05
45,3,FALSE,TRUE,"H0",0.482,0.154967047823734,0.205,0.139271187738486,0.013
150,3,FALSE,TRUE,"H0",0.165,0.150726268282644,0.939,3.7236519534467e-08,0.008
15,3,TRUE,FALSE,"H0",0.008,8.8714233211987,0.745,0.935928033177751,0.168
45,3,TRUE,FALSE,"H0",0.763,0.093366623860164,0.022,0.606768729337633,0.003
150,3,TRUE,FALSE,"H0",0.591,0.04031304148453,0.000184,0.860969150458568,0.001
15,3,TRUE,TRUE,"Ha",0.702,0.229360299022868,0.304,0.999688230043432,0.02
45,3,TRUE,TRUE,"Ha",0.031,2.30872603526221,0.258,0.934394697322191,0.053
150,3,TRUE,TRUE,"Ha",3.27e-07,263587.273334706,0.729,0.326522550769234,0.069
15,3,FALSE,TRUE,"Ha",0.117,1.19202847508425,0.665,0.756952687768345,0.109
45,3,FALSE,TRUE,"Ha",0.003,27.6452557371686,0.636,0.203545239880916,0.088
150,3,FALSE,TRUE,"Ha",1.95e-09,13931117.6950326,0.035,7.72377093416488e-06,0.079
15,3,TRUE,FALSE,"Ha",0.152,0.734651319216299,0.171,0.972320584081342,0.07
45,3,TRUE,FALSE,"Ha",0.007,5.19881676010502,0.055,0.976194487309709,0.048
150,3,TRUE,FALSE,"Ha",7.24e-09,1416461.42156517,0.004,0.647032416363025,0.051
15,3,TRUE,TRUE,"H0",0.017,7.77533998090109,0.261,0.976176412876719,0.192
45,3,TRUE,TRUE,"H0",0.547,0.128105446244187,0.663,0.950694296252343,0.009
150,3,TRUE,TRUE,"H0",0.976,0.0251389253917681,0.401,0.622833868995583,1e-04
15,3,FALSE,TRUE,"H0",0.201,0.674802919484866,0.149,0.923748898504243,0.077
45,3,FALSE,TRUE,"H0",0.215,0.317694492049868,0.078,0.108012548769621,0.023
150,3,FALSE,TRUE,"H0",0.387,0.0666125969488521,0.949,3.39367423052295e-11,0.004
15,3,TRUE,FALSE,"H0",0.733,0.207516783256908,0.015,0.777974814215221,0.01
45,3,TRUE,FALSE,"H0",0.23,0.247473077415641,0.307,0.967631271741051,0.012
150,3,TRUE,FALSE,"H0",0.198,0.113090229981417,6.39e-06,0.49404962268439,0.004
15,3,TRUE,TRUE,"Ha",0.171,0.851357437352457,0.261,0.950538110188385,0.093
45,3,TRUE,TRUE,"Ha",0.003,17.858556087662,0.241,0.790386273086484,0.076
150,3,TRUE,TRUE,"Ha",4.03e-08,1411479.38781365,0.655,0.0664443979251925,0.074
15,3,FALSE,TRUE,"Ha",0.01,12.3519062073437,0.761,0.998388930288471,0.209
45,3,FALSE,TRUE,"Ha",0.015,5.61839792968723,0.31,0.438039838573925,0.068
150,3,FALSE,TRUE,"Ha",1.46e-07,1175760.03228602,0.16,1.25120640348531e-06,0.076
15,3,TRUE,FALSE,"Ha",0.1,0.977456643004195,0.458,0.913534219519959,0.077
45,3,TRUE,FALSE,"Ha",0.001,22.0334267055167,0.001,0.667850970972362,0.064
150,3,TRUE,FALSE,"Ha",3.64e-13,20479480182.7731,0.000788,0.0521562489093672,0.079
15,3,TRUE,TRUE,"H0",0.701,0.225758567460236,0.29,0.974358807710258,0.019
45,3,TRUE,TRUE,"H0",0.145,0.503422767696599,0.166,0.858421345905374,0.031
150,3,TRUE,TRUE,"H0",0.091,0.284886907522625,0.138,0.6482296571647,0.01
15,3,FALSE,TRUE,"H0",0.511,0.286050120289797,0.585,0.916149916318511,0.029
45,3,FALSE,TRUE,"H0",0.5,0.144636746257198,0.076,0.290967626238174,0.011
150,3,FALSE,TRUE,"H0",0.893,0.0275600980771693,0.569,6.66133814775094e-16,0.000519
15,3,TRUE,FALSE,"H0",0.043,1.69342127652116,0.805,0.991506670066388,0.077
45,3,TRUE,FALSE,"H0",0.14,0.401794706333159,0.235,0.897907384432857,0.022
150,3,TRUE,FALSE,"H0",0.107,0.201423662811978,0.007,0.49373022875439,0.005
15,3,TRUE,TRUE,"Ha",0.127,1.02343041180898,0.022,0.997575587486081,0.098
45,3,TRUE,TRUE,"Ha",0.017,2.98059361849445,0.245,0.193574689479055,0.051
150,3,TRUE,TRUE,"Ha",1.97e-06,18308.9514205918,0.649,0.975754389656483,0.056
15,3,FALSE,TRUE,"Ha",0.441,0.347141001019358,0.18,0.735783762190948,0.044
45,3,FALSE,TRUE,"Ha",0.012,6.32550612623324,0.156,0.0803472565949316,0.068
150,3,FALSE,TRUE,"Ha",4.56e-07,143919.045371662,0.264,1.8518493430375e-05,0.066
15,3,TRUE,FALSE,"Ha",0.003,19.598217680391,0.836,0.877172791985096,0.186
45,3,TRUE,FALSE,"Ha",0.000511,54.3255244039943,0.59,0.910230485669241,0.061
150,3,TRUE,FALSE,"Ha",5.75e-13,12384581293.6938,0.079,0.724336800123724,0.062
15,3,TRUE,TRUE,"H0",0.751,0.20282933792419,0.37,0.978671549898124,0.012
45,3,TRUE,TRUE,"H0",0.696,0.109781025161265,0.036,0.472025668551424,0.005
150,3,TRUE,TRUE,"H0",0.573,0.0422882356281252,0.179,0.316590078080076,0.002
15,3,FALSE,TRUE,"H0",0.329,0.462399378163237,0.145,0.332435443325366,0.061
45,3,FALSE,TRUE,"H0",0.861,0.0836326918551365,0.785,0.100801168997879,0.002
150,3,FALSE,TRUE,"H0",0.493,0.0505491733900939,0.796,2.54114438491548e-07,0.003
15,3,TRUE,FALSE,"H0",0.916,0.173495111453294,0.706,0.907955695811604,0.002
45,3,TRUE,FALSE,"H0",0.281,0.21042423865926,0.32,0.344957492039381,0.01
150,3,TRUE,FALSE,"H0",0.775,0.0312229716765616,0.000725,0.653723242763812,0.000616
15,3,TRUE,TRUE,"Ha",0.002,58.5232849839359,0.978,0.357628021050723,0.255
45,3,TRUE,TRUE,"Ha",0.412,0.162479763774086,0.584,0.490831950013684,0.012
150,3,TRUE,TRUE,"Ha",5.67e-08,617870.290676997,0.153,0.177939765853055,0.069
15,3,FALSE,TRUE,"Ha",0.205,0.745762710656513,0.37,0.9183212743731,0.088
45,3,FALSE,TRUE,"Ha",0.553,0.128017612731062,0.779,0.00236366467819527,0.01
150,3,FALSE,TRUE,"Ha",8.49e-06,5691.32999450977,0.133,0,0.052
15,3,TRUE,FALSE,"Ha",0.002,39.7440737409097,0.204,0.493281342960862,0.238
45,3,TRUE,FALSE,"Ha",5.38e-05,419.866194531539,0.000177,0.750382518527182,0.084
150,3,TRUE,FALSE,"Ha",2.69e-13,28052689988.7115,0.017,0.813382446816522,0.074
15,3,TRUE,TRUE,"H0",0.523,0.284276297292262,0.708,0.90778610841834,0.032
45,3,TRUE,TRUE,"H0",0.595,0.117351739515045,0.417,0.683784852312599,0.007
150,3,TRUE,TRUE,"H0",0.584,0.0433519586602872,0.238,0.541341560373697,0.002
15,3,FALSE,TRUE,"H0",0.367,0.382173619336095,0.266,0.842324428102815,0.045
45,3,FALSE,TRUE,"H0",0.743,0.0938014320316915,0.924,0.242924664685046,0.004
150,3,FALSE,TRUE,"H0",0.676,0.0370840905783017,0.5,8.93591645123593e-10,0.002
15,3,TRUE,FALSE,"H0",0.232,0.483102724542566,0.16,0.971481561023841,0.042
45,3,TRUE,FALSE,"H0",0.908,0.0769158635188644,0.201,0.233145424471966,0.000791
150,3,TRUE,FALSE,"H0",0.255,0.0888749328673614,1.92e-07,0.981762615461158,0.003
15,3,TRUE,TRUE,"Ha",0.925,0.173199406214891,0.845,0.988623035864756,0.004
45,3,TRUE,TRUE,"Ha",0.001,51.8836956673248,0.67,0.778633809882059,0.094
150,3,TRUE,TRUE,"Ha",3.08e-08,1857539.4684192,0.145,0.884618408693868,0.075
15,3,FALSE,TRUE,"Ha",0.361,0.388047296978205,0.858,0.720168579877658,0.047
45,3,FALSE,TRUE,"Ha",3.86e-05,2233.34490705075,0.038,0.0766507062954325,0.144
150,3,FALSE,TRUE,"Ha",3.31e-05,1737.56317917405,0.565,9.57259323808302e-07,0.048
15,3,TRUE,FALSE,"Ha",0.24,0.465371189071419,0.507,0.997157375567313,0.037
45,3,TRUE,FALSE,"Ha",0.000124,196.954088057569,0.02,0.764360285108135,0.078
150,3,TRUE,FALSE,"Ha",3.82e-12,1924386158.65966,0.28,0.978089794763835,0.058
15,3,TRUE,TRUE,"H0",0.139,0.769309910952033,0.114,0.984566118779103,0.07
45,3,TRUE,TRUE,"H0",0.028,2.02748268136693,0.755,0.822138690822807,0.048
150,3,TRUE,TRUE,"H0",0.77,0.0313594661190879,0.723,0.800382538202891,0.001
15,3,FALSE,TRUE,"H0",0.099,1.2235841848087,0.934,0.578494027325233,0.103
45,3,FALSE,TRUE,"H0",0.217,0.322143281906882,0.193,0.435939406395512,0.023
150,3,FALSE,TRUE,"H0",0.339,0.0748835114502629,0.935,3.12416759129519e-13,0.005
15,3,TRUE,FALSE,"H0",0.025,2.98506244073712,0.104,0.899293875062576,0.119
45,3,TRUE,FALSE,"H0",0.946,0.0738719610554164,3.77e-05,0.499155858547371,0.000476
150,3,TRUE,FALSE,"H0",0.155,0.140690664696875,5.05e-07,0.827499643306376,0.005
15,3,TRUE,TRUE,"Ha",0.007,20.7492582705815,0.375,0.946562716972537,0.232
45,3,TRUE,TRUE,"Ha",5.16e-05,809.230398693491,0.779,0.934457686395777,0.121
150,3,TRUE,TRUE,"Ha",6.34e-08,825161.343033862,0.995,0.789602689451231,0.072
15,3,FALSE,TRUE,"Ha",0.152,0.798152227369583,0.187,0.950263340176628,0.079
45,3,FALSE,TRUE,"Ha",0.012,7.53699712643793,0.619,0.00160598456236649,0.073
150,3,FALSE,TRUE,"Ha",8.08e-13,233243256840.388,0.827,2.52575738102223e-13,0.121
15,3,TRUE,FALSE,"Ha",0.503,0.263117957485496,0.248,0.970179169568661,0.011
45,3,TRUE,FALSE,"Ha",4.1e-05,561.58663337816,0.006,0.41972558400929,0.091
150,3,TRUE,FALSE,"Ha",7.49e-08,148142.483447301,4.24e-05,0.0617672164861609,0.043
15,3,TRUE,TRUE,"H0",0.107,1.13006202384361,0.968,0.980688166222691,0.099
45,3,TRUE,TRUE,"H0",0.564,0.126636258317187,0.202,0.584651141201387,0.009
150,3,TRUE,TRUE,"H0",0.595,0.0406298744085199,0.603,0.683950476850368,0.002
15,3,FALSE,TRUE,"H0",0.488,0.320528598231372,0.503,0.322852152409963,0.035
45,3,FALSE,TRUE,"H0",0.946,0.074254014192163,0.645,0.0319603244019102,0.000741
150,3,FALSE,TRUE,"H0",0.932,0.0263879523870287,0.616,0,0.000318
15,3,TRUE,FALSE,"H0",0.513,0.27161296855293,0.043,0.997662543812942,0.023
45,3,TRUE,FALSE,"H0",0.716,0.094400188603923,0.074,0.945314640417246,0.003
150,3,TRUE,FALSE,"H0",0.715,0.0337425488677376,0.000433,0.884612800493108,0.000991
15,3,TRUE,TRUE,"Ha",0.248,0.472325762494603,0.956,0.955606318801363,0.047
45,3,TRUE,TRUE,"Ha",0.003,23.4920095506084,0.517,0.380364403058228,0.086
150,3,TRUE,TRUE,"Ha",2.17e-10,264151976.693335,0.839,0.916550738232602,0.093
15,3,FALSE,TRUE,"Ha",0.211,0.624299237747734,0.929,0.444658342018031,0.065
45,3,FALSE,TRUE,"Ha",0.331,0.214099390327807,0.337,0.265113262187685,0.018
150,3,FALSE,TRUE,"Ha",1.65e-07,187208.778206621,0.621,5.39682298850153e-10,0.064
15,3,TRUE,FALSE,"Ha",0.026,3.02281160475978,0.228,0.627351380385659,0.12
45,3,TRUE,FALSE,"Ha",0.156,0.37071327660682,0.007,0.783069538584411,0.02
150,3,TRUE,FALSE,"Ha",2.03e-18,2693385990610280,0.000143,0.34961232842216,0.105
15,3,TRUE,TRUE,"H0",0.678,0.230611237602189,0.137,0.96079841423133,0.019
45,3,TRUE,TRUE,"H0",0.291,0.242678823756526,0.111,0.980363030332996,0.019
150,3,TRUE,TRUE,"H0",0.471,0.0518407916055547,0.166,0.940283844202696,0.003
15,3,FALSE,TRUE,"H0",0.12,1.07600099885763,0.474,0.992009740774238,0.098
45,3,FALSE,TRUE,"H0",0.67,0.106274778488432,0.177,0.000589739969668823,0.007
150,3,FALSE,TRUE,"H0",0.114,0.249498373456845,0.856,1.99840144432528e-15,0.01
15,3,TRUE,FALSE,"H0",0.484,0.29577750615846,0.03,0.906045655559168,0.032
45,3,TRUE,FALSE,"H0",0.112,0.463162760514995,0.136,0.492751037514171,0.021
150,3,TRUE,FALSE,"H0",0.74,0.0329739110186277,0.000308,0.930475400366742,0.000767
15,3,TRUE,TRUE,"Ha",0.051,3.23573792520496,0.467,0.992380252954122,0.163
45,3,TRUE,TRUE,"Ha",0.013,4.20998327577198,0.119,0.848180587978184,0.058
150,3,TRUE,TRUE,"Ha",5.08e-10,132088152.804869,0.224,0.0870869021122992,0.091
15,3,FALSE,TRUE,"Ha",0.009,12.3009456230072,0.559,0.635160375934472,0.204
45,3,FALSE,TRUE,"Ha",9.98e-05,704.365885223128,0.344,0.0771624551790381,0.128
150,3,FALSE,TRUE,"Ha",0.000208,158.563849540025,0.784,0.000473848562008161,0.037
15,3,TRUE,FALSE,"Ha",0.007,6.61599750310727,0.902,0.974996905034432,0.088
45,3,TRUE,FALSE,"Ha",0.000927,33.3546835110181,0.084,0.789452666991227,0.067
150,3,TRUE,FALSE,"Ha",4.76e-18,1116687547140091,0.000256,0.769252747595448,0.1
15,3,TRUE,TRUE,"H0",0.983,0.164137012622588,0.482,0.894733806084194,0.000627
45,3,TRUE,TRUE,"H0",0.977,0.0735548466275723,0.499,0.430611356126314,0.000375
150,3,TRUE,TRUE,"H0",0.806,0.0306307517699704,0.617,0.756224214958244,0.000965
15,3,FALSE,TRUE,"H0",0.819,0.197078852386579,0.89,0.477499840593784,0.01
45,3,FALSE,TRUE,"H0",0.628,0.113354691804842,0.03,0.00814747441689345,0.008
150,3,FALSE,TRUE,"H0",0.701,0.0353482810702494,0.212,3.04536240669506e-09,0.002
15,3,TRUE,FALSE,"H0",0.079,1.16794332431342,0.819,0.894972534482354,0.081
45,3,TRUE,FALSE,"H0",0.885,0.0873354460672312,0.01,0.629051509848541,0.000983
150,3,TRUE,FALSE,"H0",0.96,0.0265804415520107,0.000139,0.891511731950793,0.000111
15,3,TRUE,TRUE,"Ha",0.29,0.503119055539342,0.5,0.960118170690531,0.064
45,3,TRUE,TRUE,"Ha",0.007,7.28073135568278,0.268,0.796183280251995,0.065
150,3,TRUE,TRUE,"Ha",1.58e-07,176281.742612839,0.329,0.635277372407517,0.063
15,3,FALSE,TRUE,"Ha",0.084,1.72970237606049,0.822,0.711613394130132,0.127
45,3,FALSE,TRUE,"Ha",0.172,0.39796429205294,0.26,0.340210032967401,0.027
150,3,FALSE,TRUE,"Ha",3.54e-06,9231.5106935298,0.453,2.12873052518603e-10,0.053
15,3,TRUE,FALSE,"Ha",0.109,0.799094590096024,0.234,0.933215140665714,0.039
45,3,TRUE,FALSE,"Ha",0.001,20.7844578605755,0.014,0.761192525570623,0.054
150,3,TRUE,FALSE,"Ha",6.16e-17,98117640268586.6,0.006,0.0975043537770008,0.103
15,3,TRUE,TRUE,"H0",0.59,0.260198110803636,0.043,0.799542948230069,0.023
45,3,TRUE,TRUE,"H0",0.529,0.132118410660425,0.003,0.74982500002215,0.009
150,3,TRUE,TRUE,"H0",0.875,0.0282546896365006,0.076,0.910242485401997,0.000631
15,3,FALSE,TRUE,"H0",0.275,0.486824817728671,0.203,0.403952678621286,0.058
45,3,FALSE,TRUE,"H0",0.455,0.161308632340578,0.736,9.96230297145573e-08,0.014
150,3,FALSE,TRUE,"H0",0.99,0.0246379928208602,0.839,5.71275238225866e-09,4.19e-05
15,3,TRUE,FALSE,"H0",0.531,0.261089710457325,0.432,0.870430294797437,0.015
45,3,TRUE,FALSE,"H0",0.852,0.080828098698998,0.016,0.625377070350052,0.001
150,3,TRUE,FALSE,"H0",0.046,0.437262370262385,2.99e-06,0.915165957797254,0.007
15,3,TRUE,TRUE,"Ha",0.246,0.592892501221936,0.381,0.808912634205255,0.073
45,3,TRUE,TRUE,"Ha",0.01,8.05648501557286,0.135,0.691169674882255,0.073
150,3,TRUE,TRUE,"Ha",5.63e-12,5571280263.34479,0.162,0.40114682521263,0.101
15,3,FALSE,TRUE,"Ha",0.43,0.327527739167611,0.301,0.909863600157556,0.036
45,3,FALSE,TRUE,"Ha",0.000696,158.274496928291,0.261,0.541081396484396,0.114
150,3,FALSE,TRUE,"Ha",2.39e-05,2950.15065521419,0.329,0.000184763024780987,0.051
15,3,TRUE,FALSE,"Ha",0.007,7.4446723938334,0.067,0.992003563130179,0.122
45,3,TRUE,FALSE,"Ha",0.000508,52.9142255763964,0.083,0.862174777743904,0.058
150,3,TRUE,FALSE,"Ha",6.88e-14,104989213836.221,0.004,0.755150576327606,0.084
15,3,TRUE,TRUE,"H0",0.1,1.28354037324209,0.492,0.986890245679028,0.109
45,3,TRUE,TRUE,"H0",0.656,0.106826655490383,0.103,0.993272664346297,0.006
150,3,TRUE,TRUE,"H0",0.188,0.140302947673712,0.918,0.948119244557636,0.008
15,3,FALSE,TRUE,"H0",0.045,2.29547799105122,0.688,0.96772552869426,0.126
45,3,FALSE,TRUE,"H0",0.265,0.296606505346361,0.523,0.232926064150715,0.023
150,3,FALSE,TRUE,"H0",0.86,0.0282221238759779,0.645,7.52668706497372e-05,0.000624
15,3,TRUE,FALSE,"H0",0.601,0.234864408182676,0.46,0.958870219849519,0.016
45,3,TRUE,FALSE,"H0",0.795,0.0861257431927162,0.084,0.96157575545439,0.002
150,3,TRUE,FALSE,"H0",0.1,0.213101517413304,0.001,0.0327238215403927,0.006
15,3,TRUE,TRUE,"Ha",0.269,0.545100611474601,0.038,0.984051771134447,0.069
45,3,TRUE,TRUE,"Ha",0.000344,305.366490827406,0.278,0.676295124673943,0.123
150,3,TRUE,TRUE,"Ha",3e-08,3171583.53412012,0.844,0.472269988307422,0.078
15,3,FALSE,TRUE,"Ha",0.779,0.199848904323257,0.622,0.931196415002531,0.011
45,3,FALSE,TRUE,"Ha",0.173,0.394402750352262,0.47,0.03645437793385,0.027
150,3,FALSE,TRUE,"Ha",2.87e-05,1138.91738923115,0.434,5.25694255604225e-06,0.045
15,3,TRUE,FALSE,"Ha",0.105,0.870784141794876,0.753,0.995515828301433,0.06
45,3,TRUE,FALSE,"Ha",2.02e-06,9579.04601817332,0.048,0.765628812323582,0.123
150,3,TRUE,FALSE,"Ha",4.3e-15,1639608529214.4,2.61e-05,0.808943451453712,0.096
15,3,TRUE,TRUE,"H0",0.894,0.177521741810779,0.948,0.827243279810882,0.004
45,3,TRUE,TRUE,"H0",0.193,0.338444101610047,0.213,0.99474738516559,0.023
150,3,TRUE,TRUE,"H0",0.627,0.04055652161505,0.843,0.333570842544443,0.002
15,3,FALSE,TRUE,"H0",0.147,0.869237812357706,0.927,0.615321710307154,0.088
45,3,FALSE,TRUE,"H0",0.658,0.106325556185451,0.304,0.172816139270288,0.006
150,3,FALSE,TRUE,"H0",0.205,0.124223906705079,0.607,5.6950000271172e-12,0.007
15,3,TRUE,FALSE,"H0",0.44,0.295757367457846,0.089,0.946930823017918,0.018
45,3,TRUE,FALSE,"H0",0.766,0.0894265407864839,0.149,0.822562247066835,0.002
150,3,TRUE,FALSE,"H0",0.771,0.031610340428969,0.003,0.987141339258586,0.000616
15,3,TRUE,TRUE,"Ha",0.067,1.59360785163304,0.777,0.994154587969575,0.11
45,3,TRUE,TRUE,"Ha",0.004,13.5784827404248,0.402,0.890678733067396,0.075
150,3,TRUE,TRUE,"Ha",0.000215,185.900496425075,0.875,0.460023413598719,0.038
15,3,FALSE,TRUE,"Ha",0.522,0.288209560207633,0.727,0.55236674524411,0.033
45,3,FALSE,TRUE,"Ha",0.069,1.03233983601271,0.702,0.59296655531666,0.041
150,3,FALSE,TRUE,"Ha",7.99e-08,669723.986303156,0.191,6.42554875973644e-09,0.071
15,3,TRUE,FALSE,"Ha",6.3e-05,549.464972445648,0.33,0.495122216925659,0.269
45,3,TRUE,FALSE,"Ha",3e-04,91.0890266096989,0.094,0.217476477841442,0.075
150,3,TRUE,FALSE,"Ha",2.44e-09,3995196.71213521,4.46e-05,0.653552335272572,0.054
15,3,TRUE,TRUE,"H0",0.516,0.290079652195059,0.447,0.94760160837576,0.031
45,3,TRUE,TRUE,"H0",0.334,0.19789710014351,0.366,0.922349426144354,0.015
150,3,TRUE,TRUE,"H0",0.438,0.0566408313609386,0.432,0.90790545531778,0.003
15,3,FALSE,TRUE,"H0",0.19,0.644133171127643,0.814,0.464151638470963,0.069
45,3,FALSE,TRUE,"H0",0.232,0.306016712530754,0.656,0.0547668759016992,0.022
